SUBJ	condition	language	PUPIL_SIZE	CCC	rating_natural
2813	NEGATIVE	ENGLISH	893,26	08aENGLISH	6,4
2813	NEUTRAL	ENGLISH	897,32	03bENGLISH	5
2813	NEGATIVE	ENGLISH	903,78	18aENGLISH	5,88
2813	NEGATIVE	ENGLISH	910,89	10aENGLISH	4,92
2813	NEUTRAL	ENGLISH	911,52	08bENGLISH	3,72
2813	NEUTRAL	ENGLISH	912,94	13bENGLISH	4,44
3725	NEUTRAL	ENGLISH	912,95	02bENGLISH	6
2813	NEUTRAL	ENGLISH	913,42	07bENGLISH	5
2813	NEUTRAL	ENGLISH	917,97	04bENGLISH	4,44
2813	NEUTRAL	ENGLISH	920,12	02bENGLISH	6
3725	NEUTRAL	ENGLISH	925,45	15bENGLISH	3,84
2813	NEGATIVE	ENGLISH	925,73	14aENGLISH	4,8
3725	NEUTRAL	ENGLISH	926,03	03bENGLISH	5
2813	NEGATIVE	ENGLISH	926,78	16aENGLISH	6,12
3725	NEUTRAL	ENGLISH	927,32	18bENGLISH	5,84
2813	NEGATIVE	ENGLISH	928,1	15aENGLISH	5,32
2813	NEUTRAL	ENGLISH	929,78	20bENGLISH	5,92
2813	NEUTRAL	ENGLISH	930,42	10bENGLISH	5,6
2813	NEGATIVE	ENGLISH	932,93	20aENGLISH	3,08
3725	NEUTRAL	ENGLISH	934,08	11bENGLISH	5,96
3725	NEUTRAL	ENGLISH	934,14	12bENGLISH	4,96
3725	NEUTRAL	ENGLISH	941,75	06bENGLISH	4,24
2813	NEGATIVE	ENGLISH	943,66	03aENGLISH	5,16
2813	NEGATIVE	ENGLISH	944,84	02aENGLISH	6,04
3725	NEGATIVE	ENGLISH	946,56	11aENGLISH	5,28
2813	NEGATIVE	ENGLISH	947,68	19aENGLISH	4,24
3725	NEGATIVE	ENGLISH	949,38	18aENGLISH	5,88
3725	NEGATIVE	ENGLISH	950,04	12aENGLISH	6,24
3794	NEUTRAL	ENGLISH	950,97	05bENGLISH	5,36
2813	NEGATIVE	ENGLISH	951,1	11aENGLISH	5,28
2813	NEUTRAL	ENGLISH	951,71	12bENGLISH	4,96
2813	NEGATIVE	ENGLISH	952,18	06aENGLISH	5,64
2813	NEUTRAL	ENGLISH	953,74	19bENGLISH	5,04
2813	NEUTRAL	ENGLISH	954,56	14bENGLISH	3,92
2813	NEGATIVE	ENGLISH	954,72	09aENGLISH	5,28
2813	NEUTRAL	ENGLISH	955	01bENGLISH	4
3725	NEGATIVE	ENGLISH	955,15	04aENGLISH	4,28
3725	NEGATIVE	ENGLISH	955,81	20aENGLISH	3,08
2813	NEGATIVE	ENGLISH	956,44	07aENGLISH	4,76
3071	NEUTRAL	ENGLISH	958,88	19bENGLISH	5,04
3794	NEUTRAL	ENGLISH	963,11	13bENGLISH	4,44
2813	NEGATIVE	ENGLISH	963,31	12aENGLISH	6,24
3071	NEGATIVE	ENGLISH	963,31	07aENGLISH	4,76
3725	NEGATIVE	ENGLISH	964,59	17aENGLISH	6,24
3794	NEUTRAL	ENGLISH	964,64	01bENGLISH	4
3794	NEGATIVE	ENGLISH	964,81	18aENGLISH	5,88
3794	NEUTRAL	ENGLISH	965,74	18bENGLISH	5,84
3725	NEUTRAL	ENGLISH	967,45	07bENGLISH	5
2813	NEUTRAL	ENGLISH	968,88	06bENGLISH	4,24
3794	NEUTRAL	ENGLISH	969,47	09bENGLISH	5,48
3725	NEUTRAL	ENGLISH	970,57	17bENGLISH	5,28
3794	NEUTRAL	ENGLISH	972,63	07bENGLISH	5
3794	NEGATIVE	ENGLISH	972,96	13aENGLISH	5,88
3794	NEGATIVE	ENGLISH	973,64	16aENGLISH	6,12
3725	NEGATIVE	ENGLISH	974,65	06aENGLISH	5,64
3725	NEGATIVE	ENGLISH	975,7	16aENGLISH	6,12
3725	NEUTRAL	ENGLISH	975,79	04bENGLISH	4,44
2813	NEGATIVE	ENGLISH	976,5	13aENGLISH	5,88
3794	NEGATIVE	ENGLISH	978,32	12aENGLISH	6,24
3725	NEGATIVE	ENGLISH	978,59	09aENGLISH	5,28
3725	NEUTRAL	ENGLISH	979,45	10bENGLISH	5,6
3725	NEGATIVE	ENGLISH	980,3	19aENGLISH	4,24
2813	NEUTRAL	ENGLISH	980,32	16bENGLISH	4,52
3794	NEGATIVE	ENGLISH	980,37	19aENGLISH	4,24
3725	NEGATIVE	ENGLISH	981,12	10aENGLISH	4,92
3794	NEUTRAL	ENGLISH	981,71	12bENGLISH	4,96
3071	NEGATIVE	ENGLISH	981,84	01aENGLISH	5,8
3725	NEGATIVE	ENGLISH	981,85	02aENGLISH	6,04
3794	NEUTRAL	ENGLISH	982,03	04bENGLISH	4,44
3071	NEUTRAL	ENGLISH	983,06	02bENGLISH	6
3725	NEUTRAL	ENGLISH	983,72	05bENGLISH	5,36
3071	NEGATIVE	ENGLISH	983,83	13aENGLISH	5,88
2813	NEGATIVE	ENGLISH	983,86	01aENGLISH	5,8
3071	NEUTRAL	ENGLISH	984,12	07bENGLISH	5
3725	NEGATIVE	ENGLISH	984,76	13aENGLISH	5,88
3725	NEGATIVE	ENGLISH	984,91	15aENGLISH	5,32
2813	NEGATIVE	ENGLISH	984,92	17aENGLISH	6,24
3794	NEGATIVE	ENGLISH	985,14	04aENGLISH	4,28
3725	NEGATIVE	ENGLISH	985,69	08aENGLISH	6,4
3794	NEUTRAL	ENGLISH	986,09	20bENGLISH	5,92
2813	NEGATIVE	ENGLISH	986,4	05aENGLISH	3,84
3071	NEUTRAL	ENGLISH	987,21	01bENGLISH	4
3071	NEGATIVE	ENGLISH	987,4	19aENGLISH	4,24
3794	NEGATIVE	ENGLISH	987,61	05aENGLISH	3,84
3725	NEUTRAL	ENGLISH	988,27	13bENGLISH	4,44
3071	NEUTRAL	ENGLISH	988,41	12bENGLISH	4,96
3794	NEGATIVE	ENGLISH	989,11	07aENGLISH	4,76
3725	NEUTRAL	ENGLISH	990,29	08bENGLISH	3,72
3725	NEUTRAL	ENGLISH	992,96	16bENGLISH	4,52
3725	NEGATIVE	ENGLISH	993,79	01aENGLISH	5,8
3794	NEUTRAL	ENGLISH	993,81	17bENGLISH	5,28
3725	NEUTRAL	ENGLISH	994,27	09bENGLISH	5,48
3725	NEUTRAL	ENGLISH	994,48	19bENGLISH	5,04
3794	NEGATIVE	ENGLISH	994,69	08aENGLISH	6,4
3794	NEGATIVE	ENGLISH	994,83	10aENGLISH	4,92
3794	NEGATIVE	ENGLISH	995,16	02aENGLISH	6,04
3071	NEGATIVE	ENGLISH	995,29	14aENGLISH	4,8
3794	NEUTRAL	ENGLISH	995,92	15bENGLISH	3,84
2813	NEUTRAL	ENGLISH	996,18	18bENGLISH	5,84
3071	NEUTRAL	ENGLISH	997,5	11bENGLISH	5,96
3071	NEUTRAL	ENGLISH	997,82	18bENGLISH	5,84
4187	NEUTRAL	ENGLISH	998,12	11bENGLISH	5,96
2813	NEUTRAL	ENGLISH	998,58	15bENGLISH	3,84
3794	NEGATIVE	ENGLISH	999,08	14aENGLISH	4,8
2813	NEUTRAL	ENGLISH	999,64	17bENGLISH	5,28
3071	NEUTRAL	ENGLISH	999,68	16bENGLISH	4,52
2813	NEGATIVE	ENGLISH	1000,33	04aENGLISH	4,28
3725	NEUTRAL	ENGLISH	1000,55	01bENGLISH	4
3725	NEUTRAL	ENGLISH	1001,52	20bENGLISH	5,92
2813	NEUTRAL	ENGLISH	1002,26	09bENGLISH	5,48
3725	NEGATIVE	ENGLISH	1003,77	07aENGLISH	4,76
3071	NEGATIVE	ENGLISH	1003,89	09aENGLISH	5,28
3794	NEUTRAL	ENGLISH	1003,91	08bENGLISH	3,72
3794	NEUTRAL	ENGLISH	1004,23	11bENGLISH	5,96
3071	NEGATIVE	ENGLISH	1004,32	08aENGLISH	6,4
3071	NEGATIVE	ENGLISH	1006,1	10aENGLISH	4,92
3794	NEGATIVE	ENGLISH	1006,11	06aENGLISH	5,64
3794	NEUTRAL	ENGLISH	1007,81	19bENGLISH	5,04
3071	NEGATIVE	ENGLISH	1008,7	02aENGLISH	6,04
3794	NEUTRAL	ENGLISH	1008,76	16bENGLISH	4,52
2813	NEUTRAL	ENGLISH	1009,71	05bENGLISH	5,36
3725	NEUTRAL	ENGLISH	1011,85	14bENGLISH	3,92
3794	NEUTRAL	ENGLISH	1012,25	10bENGLISH	5,6
3794	NEGATIVE	ENGLISH	1012,48	01aENGLISH	5,8
3071	NEUTRAL	ENGLISH	1013,25	04bENGLISH	4,44
3725	NEGATIVE	ENGLISH	1013,48	05aENGLISH	3,84
3794	NEGATIVE	ENGLISH	1014,24	15aENGLISH	5,32
3794	NEUTRAL	ENGLISH	1014,47	02bENGLISH	6
3794	NEGATIVE	ENGLISH	1015,1	03aENGLISH	5,16
3071	NEGATIVE	ENGLISH	1015,71	18aENGLISH	5,88
3071	NEUTRAL	ENGLISH	1016,91	13bENGLISH	4,44
4187	NEGATIVE	ENGLISH	1017	06aENGLISH	5,64
3071	NEUTRAL	ENGLISH	1017,66	09bENGLISH	5,48
3071	NEGATIVE	ENGLISH	1018,82	04aENGLISH	4,28
3794	NEUTRAL	ENGLISH	1019,51	14bENGLISH	3,92
3071	NEUTRAL	ENGLISH	1019,53	20bENGLISH	5,92
3071	NEGATIVE	ENGLISH	1019,82	16aENGLISH	6,12
3071	NEUTRAL	ENGLISH	1022,19	03bENGLISH	5
3071	NEGATIVE	ENGLISH	1022,65	06aENGLISH	5,64
3071	NEUTRAL	ENGLISH	1028,19	17bENGLISH	5,28
3071	NEGATIVE	ENGLISH	1030,48	03aENGLISH	5,16
3071	NEUTRAL	ENGLISH	1035,15	15bENGLISH	3,84
3071	NEGATIVE	ENGLISH	1036,79	11aENGLISH	5,28
3725	NEGATIVE	ENGLISH	1037,68	03aENGLISH	5,16
3794	NEGATIVE	ENGLISH	1040,84	09aENGLISH	5,28
3071	NEUTRAL	ENGLISH	1040,84	08bENGLISH	3,72
3071	NEGATIVE	ENGLISH	1041,24	20aENGLISH	3,08
3071	NEUTRAL	ENGLISH	1042	14bENGLISH	3,92
4187	NEUTRAL	ENGLISH	1042,28	19bENGLISH	5,04
4187	NEUTRAL	ENGLISH	1043,83	09bENGLISH	5,48
3071	NEGATIVE	ENGLISH	1045,69	17aENGLISH	6,24
2813	NEUTRAL	ENGLISH	1046,04	11bENGLISH	5,96
3071	NEUTRAL	ENGLISH	1046,39	06bENGLISH	4,24
3794	NEUTRAL	ENGLISH	1047,24	06bENGLISH	4,24
4187	NEUTRAL	ENGLISH	1047,67	13bENGLISH	4,44
4187	NEGATIVE	ENGLISH	1049,1	07aENGLISH	4,76
3071	NEGATIVE	ENGLISH	1050,41	05aENGLISH	3,84
4187	NEUTRAL	ENGLISH	1057,16	14bENGLISH	3,92
3071	NEUTRAL	ENGLISH	1057,18	05bENGLISH	5,36
4187	NEGATIVE	ENGLISH	1057,68	09aENGLISH	5,28
3794	NEUTRAL	ENGLISH	1058,65	03bENGLISH	5
4187	NEUTRAL	ENGLISH	1059,04	15bENGLISH	3,84
3725	NEGATIVE	ENGLISH	1063,42	14aENGLISH	4,8
4187	NEGATIVE	ENGLISH	1069,27	20aENGLISH	3,08
4187	NEGATIVE	ENGLISH	1072,85	15aENGLISH	5,32
3794	NEGATIVE	ENGLISH	1074,16	20aENGLISH	3,08
4187	NEGATIVE	ENGLISH	1075,75	16aENGLISH	6,12
3794	NEGATIVE	ENGLISH	1076,35	17aENGLISH	6,24
4187	NEUTRAL	ENGLISH	1084,5	16bENGLISH	4,52
4187	NEGATIVE	ENGLISH	1086,71	11aENGLISH	5,28
4187	NEUTRAL	ENGLISH	1086,88	20bENGLISH	5,92
3071	NEUTRAL	ENGLISH	1088,53	10bENGLISH	5,6
3071	NEGATIVE	ENGLISH	1088,72	12aENGLISH	6,24
4187	NEGATIVE	ENGLISH	1093,5	13aENGLISH	5,88
3794	NEGATIVE	ENGLISH	1093,59	11aENGLISH	5,28
4187	NEGATIVE	ENGLISH	1097,56	17aENGLISH	6,24
4187	NEGATIVE	ENGLISH	1098,96	08aENGLISH	6,4
4187	NEUTRAL	ENGLISH	1099,93	05bENGLISH	5,36
4187	NEGATIVE	ENGLISH	1104,3	05aENGLISH	3,84
4187	NEUTRAL	ENGLISH	1106,71	02bENGLISH	6
4187	NEGATIVE	ENGLISH	1109,45	19aENGLISH	4,24
4187	NEGATIVE	ENGLISH	1115,35	04aENGLISH	4,28
4187	NEGATIVE	ENGLISH	1115,96	18aENGLISH	5,88
4187	NEGATIVE	ENGLISH	1117,18	03aENGLISH	5,16
4187	NEUTRAL	ENGLISH	1120,04	01bENGLISH	4
4187	NEUTRAL	ENGLISH	1120,88	12bENGLISH	4,96
3071	NEGATIVE	ENGLISH	1123,19	15aENGLISH	5,32
4187	NEUTRAL	ENGLISH	1124,59	06bENGLISH	4,24
4187	NEGATIVE	ENGLISH	1128,83	10aENGLISH	4,92
4187	NEUTRAL	ENGLISH	1129,29	04bENGLISH	4,44
2563	NEUTRAL	ENGLISH	1131,06	07bENGLISH	5
2563	NEGATIVE	ENGLISH	1139,11	12aENGLISH	6,24
4187	NEUTRAL	ENGLISH	1142,18	18bENGLISH	5,84
4187	NEUTRAL	ENGLISH	1144	07bENGLISH	5
4187	NEGATIVE	ENGLISH	1144,44	01aENGLISH	5,8
4187	NEUTRAL	ENGLISH	1154,74	08bENGLISH	3,72
2563	NEUTRAL	ENGLISH	1160,03	19bENGLISH	5,04
2563	NEUTRAL	ENGLISH	1160,5	03bENGLISH	5
4187	NEUTRAL	ENGLISH	1162,19	10bENGLISH	5,6
4187	NEGATIVE	ENGLISH	1165,35	14aENGLISH	4,8
4187	NEUTRAL	ENGLISH	1166	17bENGLISH	5,28
2563	NEGATIVE	ENGLISH	1166,89	18aENGLISH	5,88
2563	NEGATIVE	ENGLISH	1169,51	10aENGLISH	4,92
2563	NEGATIVE	ENGLISH	1172,03	07aENGLISH	4,76
2563	NEUTRAL	ENGLISH	1172,26	13bENGLISH	4,44
4187	NEUTRAL	ENGLISH	1172,96	03bENGLISH	5
2563	NEUTRAL	ENGLISH	1175,15	12bENGLISH	4,96
4187	NEGATIVE	ENGLISH	1177,49	02aENGLISH	6,04
2563	NEGATIVE	ENGLISH	1181,66	17aENGLISH	6,24
2563	NEUTRAL	ENGLISH	1184,55	14bENGLISH	3,92
2563	NEGATIVE	ENGLISH	1186,39	01aENGLISH	5,8
2563	NEUTRAL	ENGLISH	1188,51	08bENGLISH	3,72
2563	NEGATIVE	ENGLISH	1189,12	05aENGLISH	3,84
2563	NEUTRAL	ENGLISH	1194,43	06bENGLISH	4,24
2563	NEUTRAL	ENGLISH	1194,49	18bENGLISH	5,84
2563	NEGATIVE	ENGLISH	1195,21	16aENGLISH	6,12
2563	NEUTRAL	ENGLISH	1202,06	04bENGLISH	4,44
2563	NEUTRAL	ENGLISH	1202,23	09bENGLISH	5,48
2563	NEUTRAL	ENGLISH	1206,66	01bENGLISH	4
2563	NEGATIVE	ENGLISH	1208,42	11aENGLISH	5,28
2563	NEGATIVE	ENGLISH	1208,66	03aENGLISH	5,16
2563	NEUTRAL	ENGLISH	1211,81	17bENGLISH	5,28
2563	NEGATIVE	ENGLISH	1212,39	13aENGLISH	5,88
2563	NEGATIVE	ENGLISH	1214,13	09aENGLISH	5,28
2563	NEGATIVE	ENGLISH	1215,74	04aENGLISH	4,28
2563	NEUTRAL	ENGLISH	1215,97	05bENGLISH	5,36
2563	NEGATIVE	ENGLISH	1216,15	08aENGLISH	6,4
2563	NEUTRAL	ENGLISH	1217,57	16bENGLISH	4,52
2563	NEGATIVE	ENGLISH	1217,63	20aENGLISH	3,08
2563	NEUTRAL	ENGLISH	1222,44	02bENGLISH	6
4187	NEGATIVE	ENGLISH	1223,29	12aENGLISH	6,24
2563	NEUTRAL	ENGLISH	1227	15bENGLISH	3,84
2563	NEGATIVE	ENGLISH	1231,25	14aENGLISH	4,8
1158	NEUTRAL	ENGLISH	1232,73	04bENGLISH	4,44
2563	NEUTRAL	ENGLISH	1234,17	10bENGLISH	5,6
2563	NEGATIVE	ENGLISH	1236,58	06aENGLISH	5,64
2563	NEGATIVE	ENGLISH	1236,84	19aENGLISH	4,24
2563	NEGATIVE	ENGLISH	1238,4	02aENGLISH	6,04
1158	NEUTRAL	ENGLISH	1239,77	17bENGLISH	5,28
1158	NEUTRAL	ENGLISH	1240,84	08bENGLISH	3,72
1158	NEUTRAL	ENGLISH	1242,7	18bENGLISH	5,84
1158	NEGATIVE	ENGLISH	1244,6	10aENGLISH	4,92
1158	NEGATIVE	ENGLISH	1245,55	02aENGLISH	6,04
2563	NEUTRAL	ENGLISH	1246,31	11bENGLISH	5,96
1158	NEGATIVE	ENGLISH	1246,6	07aENGLISH	4,76
1158	NEGATIVE	ENGLISH	1250,29	15aENGLISH	5,32
1158	NEGATIVE	ENGLISH	1252,7	11aENGLISH	5,28
1158	NEUTRAL	ENGLISH	1254,22	05bENGLISH	5,36
1158	NEGATIVE	ENGLISH	1255,82	08aENGLISH	6,4
2975	NEUTRAL	ENGLISH	1257,07	17bENGLISH	5,28
1158	NEGATIVE	ENGLISH	1259,82	13aENGLISH	5,88
2563	NEGATIVE	ENGLISH	1262,91	15aENGLISH	5,32
1158	NEGATIVE	ENGLISH	1263,19	04aENGLISH	4,28
1158	NEUTRAL	ENGLISH	1263,68	09bENGLISH	5,48
1158	NEUTRAL	ENGLISH	1263,85	03bENGLISH	5
1158	NEUTRAL	ENGLISH	1267,2	06bENGLISH	4,24
2975	NEGATIVE	ENGLISH	1267,81	02aENGLISH	6,04
2563	NEUTRAL	ENGLISH	1268,85	20bENGLISH	5,92
1158	NEGATIVE	ENGLISH	1270,48	03aENGLISH	5,16
2975	NEUTRAL	ENGLISH	1271,91	07bENGLISH	5
1158	NEUTRAL	ENGLISH	1272,07	11bENGLISH	5,96
1158	NEGATIVE	ENGLISH	1272,21	20aENGLISH	3,08
1158	NEGATIVE	ENGLISH	1272,43	14aENGLISH	4,8
1158	NEUTRAL	ENGLISH	1273,62	20bENGLISH	5,92
1158	NEUTRAL	ENGLISH	1276,53	01bENGLISH	4
2975	NEUTRAL	ENGLISH	1277,3	10bENGLISH	5,6
2975	NEUTRAL	ENGLISH	1278,44	02bENGLISH	6
2975	NEUTRAL	ENGLISH	1280,97	11bENGLISH	5,96
2975	NEGATIVE	ENGLISH	1281,11	06aENGLISH	5,64
1158	NEGATIVE	ENGLISH	1282,22	09aENGLISH	5,28
1158	NEGATIVE	ENGLISH	1282,78	16aENGLISH	6,12
1158	NEUTRAL	ENGLISH	1283	16bENGLISH	4,52
1158	NEUTRAL	ENGLISH	1284,06	13bENGLISH	4,44
1158	NEUTRAL	ENGLISH	1287,37	07bENGLISH	5
1158	NEUTRAL	ENGLISH	1288,21	15bENGLISH	3,84
2975	NEGATIVE	ENGLISH	1288,7	15aENGLISH	5,32
1158	NEUTRAL	ENGLISH	1289,13	10bENGLISH	5,6
2975	NEUTRAL	ENGLISH	1290,3	08bENGLISH	3,72
2975	NEGATIVE	ENGLISH	1290,33	07aENGLISH	4,76
2975	NEUTRAL	ENGLISH	1291,49	14bENGLISH	3,92
2975	NEUTRAL	ENGLISH	1293,88	20bENGLISH	5,92
2975	NEUTRAL	ENGLISH	1295,67	09bENGLISH	5,48
2975	NEGATIVE	ENGLISH	1296,68	12aENGLISH	6,24
1158	NEGATIVE	ENGLISH	1297,79	06aENGLISH	5,64
1158	NEGATIVE	ENGLISH	1297,84	12aENGLISH	6,24
2975	NEUTRAL	ENGLISH	1299,38	19bENGLISH	5,04
3716	NEGATIVE	ENGLISH	1300,13	14aENGLISH	4,8
2975	NEGATIVE	ENGLISH	1301,1	11aENGLISH	5,28
2975	NEUTRAL	ENGLISH	1302,56	13bENGLISH	4,44
1158	NEGATIVE	ENGLISH	1303,3	18aENGLISH	5,88
2975	NEUTRAL	ENGLISH	1303,64	18bENGLISH	5,84
1158	NEGATIVE	ENGLISH	1304,48	19aENGLISH	4,24
3716	NEUTRAL	ENGLISH	1305,39	20bENGLISH	5,92
1158	NEUTRAL	ENGLISH	1305,6	12bENGLISH	4,96
2975	NEGATIVE	ENGLISH	1306,69	01aENGLISH	5,8
2975	NEGATIVE	ENGLISH	1306,73	04aENGLISH	4,28
2975	NEUTRAL	ENGLISH	1307,7	01bENGLISH	4
3789	NEUTRAL	ENGLISH	1308,42	06bENGLISH	4,24
3789	NEGATIVE	ENGLISH	1308,95	05aENGLISH	3,84
3716	NEGATIVE	ENGLISH	1308,97	16aENGLISH	6,12
2975	NEGATIVE	ENGLISH	1310,11	08aENGLISH	6,4
3716	NEGATIVE	ENGLISH	1312,58	05aENGLISH	3,84
2975	NEGATIVE	ENGLISH	1312,86	18aENGLISH	5,88
2975	NEGATIVE	ENGLISH	1313,32	14aENGLISH	4,8
2975	NEUTRAL	ENGLISH	1314,66	05bENGLISH	5,36
2975	NEUTRAL	ENGLISH	1318,2	04bENGLISH	4,44
2975	NEGATIVE	ENGLISH	1320,76	03aENGLISH	5,16
2975	NEGATIVE	ENGLISH	1322,34	09aENGLISH	5,28
3789	NEUTRAL	ENGLISH	1323,32	07bENGLISH	5
1158	NEUTRAL	ENGLISH	1323,8	19bENGLISH	5,04
2975	NEUTRAL	ENGLISH	1323,98	15bENGLISH	3,84
1158	NEUTRAL	ENGLISH	1324,54	14bENGLISH	3,92
2975	NEUTRAL	ENGLISH	1325,17	03bENGLISH	5
1158	NEUTRAL	ENGLISH	1326,48	02bENGLISH	6
3716	NEGATIVE	ENGLISH	1327,13	15aENGLISH	5,32
3789	NEUTRAL	ENGLISH	1327,89	04bENGLISH	4,44
1158	NEGATIVE	ENGLISH	1328,96	01aENGLISH	5,8
2975	NEGATIVE	ENGLISH	1330,91	20aENGLISH	3,08
3789	NEGATIVE	ENGLISH	1332,72	17aENGLISH	6,24
2975	NEGATIVE	ENGLISH	1335,13	13aENGLISH	5,88
3789	NEGATIVE	ENGLISH	1337,11	06aENGLISH	5,64
2242	NEUTRAL	ENGLISH	1342,56	20bENGLISH	5,92
2975	NEGATIVE	ENGLISH	1345,26	17aENGLISH	6,24
2975	NEGATIVE	ENGLISH	1345,27	19aENGLISH	4,24
3716	NEGATIVE	ENGLISH	1346,59	03aENGLISH	5,16
3716	NEUTRAL	ENGLISH	1347,66	02bENGLISH	6
3716	NEUTRAL	ENGLISH	1350,31	10bENGLISH	5,6
2895	NEUTRAL	ENGLISH	1351,5	19bENGLISH	5,04
2975	NEUTRAL	ENGLISH	1351,95	06bENGLISH	4,24
1158	NEGATIVE	ENGLISH	1352,87	17aENGLISH	6,24
3789	NEGATIVE	ENGLISH	1357,86	03aENGLISH	5,16
2975	NEGATIVE	ENGLISH	1359,95	16aENGLISH	6,12
3716	NEGATIVE	ENGLISH	1360,15	12aENGLISH	6,24
3789	NEUTRAL	ENGLISH	1360,31	10bENGLISH	5,6
3716	NEUTRAL	ENGLISH	1360,84	01bENGLISH	4
1158	NEGATIVE	ENGLISH	1361,18	05aENGLISH	3,84
2975	NEUTRAL	ENGLISH	1362,18	12bENGLISH	4,96
3789	NEGATIVE	ENGLISH	1363,21	16aENGLISH	6,12
3789	NEUTRAL	ENGLISH	1363,38	20bENGLISH	5,92
2975	NEGATIVE	ENGLISH	1363,49	05aENGLISH	3,84
3716	NEGATIVE	ENGLISH	1363,53	19aENGLISH	4,24
3789	NEUTRAL	ENGLISH	1364,15	05bENGLISH	5,36
3789	NEUTRAL	ENGLISH	1367,5	02bENGLISH	6
2975	NEGATIVE	ENGLISH	1367,83	10aENGLISH	4,92
3716	NEUTRAL	ENGLISH	1368,52	05bENGLISH	5,36
3789	NEGATIVE	ENGLISH	1371,91	07aENGLISH	4,76
3716	NEUTRAL	ENGLISH	1372,59	15bENGLISH	3,84
3789	NEGATIVE	ENGLISH	1375,56	11aENGLISH	5,28
2242	NEGATIVE	ENGLISH	1375,94	01aENGLISH	5,8
3789	NEUTRAL	ENGLISH	1376,03	09bENGLISH	5,48
3716	NEGATIVE	ENGLISH	1379,27	04aENGLISH	4,28
2975	NEUTRAL	ENGLISH	1380,08	16bENGLISH	4,52
3716	NEGATIVE	ENGLISH	1381,45	09aENGLISH	5,28
3716	NEUTRAL	ENGLISH	1383,85	17bENGLISH	5,28
3716	NEGATIVE	ENGLISH	1385,17	06aENGLISH	5,64
3716	NEUTRAL	ENGLISH	1387,68	16bENGLISH	4,52
3716	NEUTRAL	ENGLISH	1387,7	09bENGLISH	5,48
1512	NEUTRAL	ENGLISH	1388,54	02bENGLISH	6
2242	NEGATIVE	ENGLISH	1389,3	16aENGLISH	6,12
3716	NEUTRAL	ENGLISH	1390,53	06bENGLISH	4,24
3716	NEGATIVE	ENGLISH	1391,6	08aENGLISH	6,4
3789	NEGATIVE	ENGLISH	1392	15aENGLISH	5,32
1512	NEUTRAL	ENGLISH	1392,32	14bENGLISH	3,92
